-1,2,-1,53.063,53.559,-1.0325,0.4,-1.2416
-1,2,-1,52.476,54.986,-4.2628,0.65,-3.8612
-1,2,-1,54.053,56.017,-0.58146,0.5,-3.9291
-1,2,-1,57.059,59.74,-2.142,0.7,-3.8312
-1,2,-1,58.419,61.087,-5.6109,0.7,-3.8112
-1,2,-1,52.682,62.667,-1.3699,3.9,-2.5604
-1,4,1,22.098,22.127,0.53299,0.15,-0.18932
-1,4,1,38.627,39.261,2.2284,6.65,-0.095293
-1,4,1,24.855,22.231,4.5191,0.3,8.7465
-1,4,1,28.869,22.688,0.5379,1.45,4.2632
-1,4,1,44.14,47.306,-6.1524,1.2,-2.6386
-1,4,1,61.77,53.79,-3.78,2.05,3.8929
-1,4,1,73.415,75.676,-11.261,0.85,-2.659
-1,4,1,75.148,77.698,-3.0826,1.8,-1.4168
-1,4,1,93.045,76.892,5.1558,8.1,1.9942
-1,4,1,84.907,82.957,5.6493,2.25,0.86636
-1,4,1,67.415,65.004,0.93391,4.4,0.54789
-1,4,1,58.855,52.881,-1.3482,3.1,1.9272
-1,4,1,53.932,53.587,-5.9009,2,0.17265
-1,4,1,66.427,57.883,2.9433,6.45,1.3247
-1,4,1,95.904,92.179,-3.8969,8.55,0.43558
-1,4,1,117.22,100.71,17.114,4.95,3.3348
-1,6,-1,103.33,104.87,-4.5178,1.45,-1.0625
-1,6,-1,101.76,110.46,-5.4838,2,-4.3464
-1,6,1,63.239,56.155,3.0509,3.1,2.285
-1,6,1,100.44,48.674,0.42651,10.95,4.7277
-1,6,1,104.26,81.552,2.9705,21.55,1.0538
-1,6,1,99.268,109.41,1.2131,23.35,-0.43426
-1,6,1,109.64,107.34,7.8073,1,2.2963
-1,10,-1,74.687,83.379,-8.2029,1.2,-7.2436
-1,10,-1,64.719,94.537,-6.5696,3.15,-9.4663
-1,10,-1,73.104,87.141,-9.0673,1.45,-9.6809
-1,10,-1,87.61,97.342,-7.3468,1.3,-7.4865
-1,10,-1,90.121,109.47,-11.018,2.15,-8.9976
-1,10,-1,80.629,116.43,-3.4599,5.55,-6.4499
-1,10,-1,68.84,90.362,-11.483,44.85,-0.47988
-1,10,-1,83.644,104.11,-11.6,2.15,-9.518
-1,10,-1,57.943,108.01,-6.4941,17.9,-2.797
-1,10,-1,53.945,73.249,-8.5924,2.4,-8.0434
-1,10,-1,61.935,75.433,-10.035,11.55,-1.1687
-1,10,-1,68.546,72.003,-10.073,0.45,-7.6809
-1,10,-1,72.994,79.883,-9.919,0.9,-7.6545
-1,10,-1,77.943,88.102,-7.7518,1.3,-7.8147
-1,10,-1,80.728,92.209,-6.9437,1.35,-8.5045
-1,10,-1,89.857,101.37,-8.5509,3.3,-3.4892
-1,10,-1,95.616,106.25,-8.6727,1.55,-6.8618
-1,10,-1,78.475,86.919,-8.5685,1.05,-8.0424
-1,10,-1,49.704,51.243,-7.9374,0.2,-7.6953
-1,10,-1,63.773,70.43,-6.0867,2,-3.3288
